qid,lang,description
Q13554447,ga,breitheamh cúirte is airde i SAM
Q13521367,es,Rettungsassistent
Q13521367,de,für den Notfalleinsatz ausgebildetes nicht-ärztliches Personal in unterschiedlichen Staaten
Q13521367,en,"protected occupational title in some countries, e.g. Germany; healthcare professional who works in emergency medical situations"
Q13521367,zh,职业称呼
Q13521367,sl,"reguliran poklicni naziv v nekaterih državah, npr. v Nemčiji; zdravstveni delavec, ki dela v nujni medicinski pomoči"
Q13521367,uk,"захищений професійний титул у деяких країнах, наприклад, у Німеччині; медичний працівник, який працює в екстрених медичних ситуаціях"
Q13570226,de,"Wissenschaftler, der sich mit der geschichtlichen Entwicklung der Literatur beschäftigt"
Q13570226,en,humanist who is engaged in history of literature
Q13570226,hu,"egy-egy irodalmi korszak, irányzat kutatását végzi, költők, írók műveit, életművét dolgozza fel"
Q13570226,ru,историк специализирущийся на литературе
Q13570226,ja,文学史の研究者
Q13570226,az,peşə
Q13570226,uk,"історик, що спеціалізується на літературі"
Q13570226,hr,humanistički znanstvenik koji proučava povijest književnosti
Q13570226,sv,person som är engagerad i litteraturens historia
Q13570226,ar,المُؤرِّخ المتخصص في دراسة تاريخ الأدب
Q13570226,sl,"znanstvenik, ki proučuje zgodovinski razvoj literature"
Q13570226,nl,persoon die gespecialiseerd is in de geschiedenis van literatuur
Q13479631,en,automobile manufacturing company operated by Ford Otosan
Q13479631,de,Automarke
Q13479631,uk,румунський підрозділ Ford
Q13479631,ro,companie producătoare de automobile operată de Ford Otosan
Q13499746,nl,motorfietsmerk uit Verenigd Koninkrijk
Q13499746,en,UK historical motorcycle manufacturer
Q13499745,nl,motorfietsmerk uit Verenigd Koninkrijk
Q13499745,en,UK historical motorcycle manufacturer
Q13505672,en,appointed position in Ancient Rome
Q13505672,nl,Romeins ambtenaar
Q13505672,fr,fonction administrative dans l'Empire romain
Q13530143,de,Automobilhersteller
Q13530143,fr,constructeur automobile
Q13530143,en,Uruguayan automobile and commercial vehicle manufacturer
Q13537687,cs,pozice ve slovenské armádě
Q13537687,en,profession
Q13537687,uk,професія
Q13538381,en,profession in policing
Q13538381,sk,policajt určený na vedenie služobného policajného psa
Q13553792,en,profession
Q13553792,zh,鑒定風水的職業人士
Q13553792,sl,poklic
Q14324710,nl,historisch motorfietsmerk
Q14324710,en,historical motorcycle
Q14466416,nl,"schrijver van teksten bij muziek, cabaret of theatervoorstellingen"
Q14466416,en,person who does copywriting
Q14466416,de,"Person, die textet"
Q14466416,hu,marketing- vagy reklámszöveg írásával foglalkozó személy
Q14466416,sv,person som skriver texter i reklamsyfte
Q14380563,fr,entreprise
Q14380563,nl,motorfietsmerk uit Verenigd Koninkrijk
Q14380563,en,UK historical motorcycle manufacturer
Q14406508,de,"Person, die Bögen (für Streichintrumente) baut"
Q14406508,en,"person who builds, repairs, and restores ancient or modern bows for instruments of the violin family"
Q14406508,fr,personne fabriquant et réparant des archets
Q14406508,hu,"személy, aki a hegedűcsaládba tartozó hangszerekhez készít húrokat"
Q14373094,it,sportivo che pratica il rugby a 13
Q14373094,en,sportsperson who plays rugby league
Q14373094,fr,sportif qui joue au rugby à XIII
Q14373094,de,"Person, die Rugby League spielt"
Q14373094,pl,"osoba grająca w rugby league, 13 osobową odmianę rugby"
Q14373094,es,deportista que juega en una liga de rugby
Q14373094,ja,ラグビーリーグ競技を行うスポーツ選手
Q14373094,pt,desportista que joga uma das diferentes modalidades de râguebi
Q14373094,ar,الرياضي المُساهم في مُباريات دوري الرغبي
Q14373094,mt,sportiv li jilgħab fir-rugby league
Q14373094,sl,"športnik, ki igra ragbi 13"
Q14368457,nl,motorfietsmerk uit Verenigd Koninkrijk
Q14368457,en,UK historical motorcycle manufacturer
Q14376534,ru,профессия
Q14376534,en,"person who wash and cleans kitchen areas, dishes and utensils"
Q14376534,es,profesión
Q14376534,nl,beroep in keuken
Q14376534,uk,"людина, яка миє та прибирає кухонні приміщення, посуд та кухонне начиння"
Q14376534,it,"persona che lava e pulisce i piani di lavoro di una cucina, piatti, posate e altri utensili"
Q14376534,zh,职业
Q14376534,fr,métier de la restauration
Q14376534,tr,bulaşık yıkama işini yapan kimse
Q14341585,de,historischer medizinischer Beruf
Q14341585,en,historic profession in medicine
Q14341585,es,antigua profesión médica
Q14341585,fr,"spécialiste qui pratique la lithotomie, le fractionnement des calculs"
Q7270159,en,Canadian automobile
Q7270157,en,American automobile
Q7270157,cs,americká firma
Q7270157,ar,شركة أمريكية
Q7275092,en,range of audio recorders
Q7280361,en,doctor specializing in radiation therapy to treat cancer
Q7280361,es,oncólogo especializado en el tratamiento del cáncer mediante la radiación
Q7280361,sl,"zdravnik, ki se je specializiral za zdravljenje raka z ionizirajočim sevanjem"
Q7280361,hu,röntgenterápiára specializálódott orvosi szakterület (foglalkozás)
Q7281291,sv,"telegrafist, radiooperatör"
Q7281291,en,United States Navy specialty
Q7260944,fr,personne qui a pour responsabilité de commander
Q7260944,nl,persoon die spullen inkoopt
Q7260944,en,occupation which selects and procures goods for an organization
Q7268455,en,look after the financial and administrative interests of Members of the European Parliament
Q7272087,en,19th-century electric vehicle
Q7268324,en,defunct British motorcycle manufacturer
Q7257955,en,officer of state who investigates and prosecutes crime in some continental jurisdictions
Q7257955,es,funcionario que investiga y persigue crímenes en algunas jurisdicciones de derecho continental
Q7257955,sl,"državni uradnik, ki preiskuje in preganja kazniva dejanja v nekaterih kontinentalnih jurisdikcijah"
Q7258095,en,occupation
Q7258095,nl,iemand die manuscripten leest voor een uitgever
Q7259862,it,membro di una nave mercantile
Q7260177,de,ehemaliger US-amerikanischer Automobilhersteller
Q7260177,en,American automobile
Q7268654,en,EU healthcare profession
Q7269487,en,prototype for a possible future type of currency for use by space tourists
Q7269487,sv,prototyp till en valuta
Q3919729,nl,motorfiets
Q3919729,en,UK historical motorcycle manufacturer
Q3922583,de,"Beruf, der sich mit der Behandlung von Krankheiten und Behinderungen auseinandersetzt"
Q3922583,cs,profese ve zdravotnictví
Q3922583,en,type of profession
Q3922583,fr,type de profession
Q3922583,it,tipo di professione
Q3922583,es,tipo de profesión
Q3922583,hy,"մասնագիտության տեսակ, որը առողջապահության հետ է կապված"
Q3922583,el,τύπος επαγγέλματος
Q3922583,ja,職業の種類
Q3922583,vi,loại nghệ nghiệp
Q3922583,ms,jenis profesion
Q3922583,pl,zawód polegający na udzielaniu świadczeń zdrowotnych
Q3922754,fr,responsable de la planification et du contrôle globaux d’un ou de plusieurs projets
Q3922754,en,position
Q3922505,fr,personne composant de la musique à travers une instrumentation électronique ou un ordinateur
Q3922505,ja,音楽をプロデュースする職業
Q3922505,ar,الشخص الذي ينتج الموسيقى عبر الأجهزة الإلكترونية وأجهزة الكمبيوتر
Q3922505,it,persona che produce musica utilizzando strumenti elettronici e computer
Q3922505,hu,zenei rendezvényekkel foglalkozó producer
Q3922505,fi,"henkilö, joka tuottaa musiikkia elektronisilla instrumenteilla tai tietokoneilla"
Q3922505,cs,osoba tvořící hudbu pomocí počítačů a elektronických nástrojů
Q3922505,uk,"людина, що створює музику з електронними інструментами та комп'ютерами"
Q3922505,es,persona que produce música a través de una instrumentación electrónica y computadoras
Q3922505,ms,"orang yang menghasilkan muzik, terutamanya melalui perisian elektronik dan komputer"
Q3922505,be,стваральнік музыкі
Q3922505,ru,"тот, кто создает, аранжирует и исполняет музыкальные произведения, используя электронные инструменты"
Q3922505,en,person producing music via an electronic instrumentation and computers
Q3922505,sl,"oseba, ki producira glasbo z elektronskimi glasbili in računalniki"
Q3922505,nl,persoon die muziek maakt met elektronische instrumenten en computers
Q3922180,es,título corporativo
Q3922180,en,executive responsible for managing issues of privacy laws and policies
Q3924320,hu,egy ország orvosainak a működését ellenőrző személy (ma: tisztifőorvos)
Q3924320,es,médico encargado de habilitar para el ejercicio de la ciencia médica a los que lo solicitaran
Q3921803,it,il primo canonico del capitolo della basilica di San Marco a Venezia
Q3778464,en,motorcycle manufacturer from Italy
Q3778464,it,casa motociclistica italiana
Q3765090,en,person responsible for the day-to-day operations (or management) of a retail store
Q3765090,fr,salarié d'un commerce de détail libre-service
Q3765090,es,persona responsable de las operaciones de una tienda
Q3765090,sl,"oseba, odgovorna za vsakodnevno poslovanje (ali upravljanje) prodajalne na drobno"
Q3765090,sk,osoba zodpovedná za bežnú prevádzku (manažment) maloobchodnej predajne
Q3765898,it,professione riconosciuta ai giornalisti che esercitano in modo continuativo
Q3765898,en,Italian classification of journalist
Q3765898,ja,イタリアにおけるジャーナリストの分類
Q3765897,it,persona che non esercita l'attività giornalistica come professione principale
Q3765897,es,persona que no ejerce la actividad periodística como profesión principal
Q3765897,en,Italian classification of journalist
Q3765897,fr,"personne qui, en Italie, n'exerce pas le journalisme comme profession principale"
Q3765897,ja,イタリアにおけるジャーナリストの分類
Q3772774,fr,activité de réparation de la carrosserie de véhicules
Q3772774,en,occupation
Q3774421,en,Ottoman gubernatorial title
Q3774421,ar,رتبة عسكرية عثمانية
Q3779582,en,person who investigates the characteristics of microscopic organisms
Q3779582,es,persona que investiga organismos microscópicos
Q3779582,ru,"учёный, изучающий микроорганизмы"
Q3779582,de,"Person, welche die Eigenschaften von mikroskopisch kleinen Organismen untersucht"
Q3779582,fr,"personne, qui a étudié les propriétés des organismes microscopiques"
Q3779582,da,person der studerer små organismer
Q3779582,sv,biolog som studerar mikrobiologi
Q3779582,bg,"човек, който изучава микроорганизми"
Q3779582,ka,მეცნიერი რომელიც მიკროორგანიზმებს შეისწავლის
Q3779582,uk,"науковець, який вивчає мікроорганізми"
Q3779582,ja,微生物の研究者
Q3779582,bn,আণুবীক্ষণিক জীব নিয়ে গবেষণা করে যে বিজ্ঞানী
Q3779582,mt,persuna li tinvestiga l-karatteristiċi tal-organiżmi mikroskopiċi
Q3779582,pl,osoba badająca mikroorganizmy
Q3779582,tr,mikroskobik organizmaların özelliklerini araştıran kişi
Q3779582,id,"orang yang ahli atau terampil dalam hal mempelajari jasad renik, bakteri, dan hewan kecil yang kasatmata/ mikroskopis. Orang Mikrobiolog bekerja dengan mikroskop karena benda atau hewan yang di amati tidak bisa di lihat dengan mata telanjang."
Q3780781,en,1950s American racing car constructor
Q3791825,pt,"pessoa, ou grupo de pessoas, que, com as suas próprias elaborações culturais e doutrinárias, contribui de forma decisiva para fornecer as bases teóricas e programáticas de uma instituição ou organismo"
Q3791825,fr,théoricien d'une pensée
Q3791825,ro,teoretician al unei gândiri
Q3798487,es,profesión
Q3798487,en,profession
Q3798487,ar,أحد تخصصات التمريض
Q3798487,hy,մասնագիտություն
Q3798487,ru,профессия
Q3789906,en,profession
Q3779713,de,Synonym für einen Schauspieler
Q3779713,en,Synonymous with an actor
Q3779713,fr,Synonyme d'acteur
Q3779713,it,attore comico di basso rango
Q3790198,de,ehemaliger Automobilhersteller
Q3790198,fr,ancien constructeur automobile
Q3790198,en,Austrian car manufacturer
Q3796984,it,"colui che esercita un'attività diretta alla coltivazione del fondo, alla silvicoltura, all'allevamento di bestiame e attività connesse"
Q3796984,en,formal description of farmer in Italian law
