qid,lang,alias
Q105268499,en,bishop of Valparaíso
Q105222086,en,archbishop of Genova
Q105222086,en,Archbishop of Genoa
Q105222086,en,Roman Catholic Archbishop of Genoa
Q105222086,en,Archbishop of the Roman Catholic Archdiocese of Genoa
Q105222086,es,Arzobispo católico de Génova
Q105222109,en,Archbishop of Vercelli
Q105222921,it,arcivescovo ordinario militare per l'Italia
Q105222921,it,arcivescovo militare per l'Italia
Q105222921,en,military ordinary of Italy
Q105222921,en,military bishop of  Italy
Q105222921,es,ordinario militar de italia
Q105222921,fr,ordinaire militaire d'Italie
Q105222921,fr,évêque aux Armées d'Italie
Q105226743,en,CO RBAF
Q105228881,de,Militärgeistlicher (katholisch)
Q105228881,de,Feldkaplan (katholisch)
Q105228881,de,Feldkaplane (katholisch)
Q105228881,en,military chaplain
Q105228881,en,chaplain
Q105228881,en,aumônier
Q105228881,en,Catholic chaplain
Q105228881,fr,aumônier militaire
Q105228881,fr,aumônier catholique
Q105228881,fr,aumônier
Q105228881,fr,aumônier catholique militaire
Q105228881,es,pater
Q105228881,es,capellán militar
Q105228881,es,capellán
Q105228881,es,páter
Q105228881,es,capellán castrense
Q105228881,es,capellán católico
Q105228881,it,cappellano cattolico
Q105228881,it,cappellano militare
Q105228881,it,prete
Q105228881,pt,padre
Q105228881,pt,capelão militar
Q105228881,pt,capelão católico
Q105228881,pt,capelão
Q105228881,pl,kapelan wojskowy
Q105228881,pl,kapelan
Q105233013,de,Militärkaplan
Q105233013,en,military chaplain
Q105233013,en,chaplain
Q105233013,fr,Aumônier militaire
Q105233013,el,στρατιωτικός εφημέριος
Q105233013,el,στρατιωτικός ιερέας
Q105233013,el,στρατιωτικός κληρικός
Q105233013,es,capellán militar cristiano
Q105233013,sv,militärpräst
Q105233013,sv,fältpräst
Q105236846,en,scooterer
Q105236846,en,scooterist
Q105236846,en,freestyle scooter rider
Q105236846,sl,skirojarka
Q105240818,es,arzobispo militar
Q105240818,de,Militärerzbischof
Q105252151,sl,kemičarka proteinov
Q105271262,de,Militärkaplan
Q105271262,en,military chaplain
Q105271262,hu,tábori lelkész
Q114890292,en,media idol
Q114890292,en,pop idol
Q114890292,en,pop culture idol
Q114890292,en,popular idol
Q114890292,en,celebrity idol
Q114890292,ru,айдол
Q114890292,ms,pujaan
Q114890292,sl,medijski idol
Q114890292,sl,pop idol
Q114890292,ar,أيدول
Q114890292,ar,معشوق
Q114890292,ar,محبوب
Q114888817,es,obispo de Mainz
Q114888817,es,obispo diocesano de Maguncia
Q114888817,es,obispo de Mayence
Q114888817,en,Bishop of Mainz
Q114888817,en,Bishop of Maguncia
Q114888817,en,Bishop of Mayence
Q114888817,de,Bischof von Mainz
Q114888817,de,Bischof von Mayence
Q114888817,de,Bischof von Maguncia
Q114888817,de,katholischer Bischof von Mainz
Q114888817,fr,évêque de Maguncia
Q114888817,fr,évêque de Mainz
Q114889073,es,obispo diocesano de Worms
Q114889073,en,bishop of Worms
Q114889073,en,Bishop of Worms
Q114889820,en,Roman Catholic Archbishop of Bamberg
Q114889820,sl,bamberški nadškof
Q114889861,es,Obispo diocesano de Fréjus
Q114889861,en,Bishop of Fréjus
Q114890000,en,Bishop of Bamberg
Q114890000,en,Bishop of the diocese of Bamberg
Q114890000,es,obispo diocesano de Bamberg
Q114890000,de,Bischof der Diözese Bamberg
Q114890000,sl,bamberški škof
Q114890038,fr,evêque de Maguelone
Q114890038,fr,évêque de Maguelonne
Q114890038,fr,évêque de Maguelone puis de Montpellier
Q114890038,es,obispo de Magalone
Q114890038,es,obispo diocesano de Magalona
Q114890038,es,Obispo de Maguelone
Q114890038,en,Bishop of Maguelonne
Q114890038,en,Bishop of the Roman Catholic DioceseMaguelone
Q114890038,en,Bishop of Maguelone
Q114890038,en,Roman Catholic Bishop of Maguelonne
Q114890612,en,Archbishop of Freiburg
Q114890612,en,Roman Catholic Archbishop of Freiburg
Q114890612,en,Archbishop of Freiburg im Breisgau
Q114890612,en,Archbishop of the Roman Catholic Archdiocese of Freiburg
Q114890612,es,Arzobispo de Friburgo
Q114890612,sl,freiburški nadškof
Q114957356,es,obispo diocesano de Tréguier
Q114957356,en,Bishop of Tréguier
Q114957443,es,Obispo diocesano de Dax
Q114957443,en,Bishop of Dax
Q114957443,en,Bishop of Acqs
Q114957443,en,Bishops of the Ancient Diocese of Dax
Q114957443,en,Bishop of the Ancient Diocese of Dax
Q114958237,es,obispo diocesano de Aire
Q114958237,en,bishop of Aire
Q114958500,es,obispo diocesano de Castres
Q114958500,en,Bishop of Castres
Q114958500,fr,évêque de Castres
Q114959016,es,obispo diocesano de Tarbes
Q114959016,en,Bishop of Tarbes
Q114959016,en,Bishop of the Roman Catholic Diocese of Tarbes
Q105572010,zh,政治经济学者
Q105572010,sl,politična ekonomistka
Q105572010,es,politicoeconomista
Q105574528,pt,pesquisadora cientista
Q105574528,pt,investigador cientista
Q105574528,pt,investigador acadêmico
Q105574528,sl,znanstvena raziskovalka
Q105579035,sl,nicoterski škof
Q105579218,es,obispo diocesano de Tropea
Q105579218,sl,tropejski škof
Q105580456,es,obispo diocesano de Castellaneta
Q105580456,en,bishop of Castellaneta
Q105580990,en,Archbishop of the Roman Catholic Archdiocese of Foggia
Q105580990,en,Roman Catholic Archbishop of Foggia
Q105580727,es,Obispo diocesano de Pavía
Q105580727,en,bishop of Pavia
Q105580826,en,archbishop of Sassari
Q105580826,en,metropolitan archbishop of Sassari
Q105580826,en,Archbishop of the Roman Catholic Archdiocese of Sassari
Q105580826,es,arzobispo católico de Sassari
Q105580826,es,arzobispo de Sácer
Q105580826,es,arzobispo de Torres
Q105580826,es,obispo deTorres
Q105581010,en,archbishop of Foggia-Bovino
Q105581010,en,Archbishop of the Roman Catholic Archdiocese of Foggia-Bovino
Q97611620,en,paediatric dentist
Q97611620,en,paedodontist
Q97611620,en,pedodontist
Q97611620,be,педыятрычны стаматолаг
Q97611620,sl,pediatrični zobozdravnik
Q97611620,sl,otroška zobozdravnica
Q97611620,sl,pediatrična zobozdravnica
Q97611620,ru,стоматолог
Q97611620,pl,dentysta dziecięcy
Q97611620,fr,pédodentiste
Q97441296,de,kurfürstlicher Hasenheger
Q97460667,es,arzobispo emérito de la archidiócesis de Zaragoza
Q97460835,en,Bishop of the Roman Catholic Diocese of Cúcuta
Q97460835,en,Roman Catholic Bishop of Cúcuta
Q97460835,en,bishop of Cúcuta
Q97485488,es,abadesa de pedralbes
Q97486349,hu,unitárius lelkipásztor
Q97487735,fi,aerobikkaaja
Q97572814,de,Bläserin
Q97572814,de,Blasinstrumentenspieler
Q97572814,de,Blasinstrumentenspielerin
Q97572814,de,Blasmusiker
Q97572814,de,Blasmusikerin
Q97572814,en,wind player
Q97572814,en,windplayer
Q97572814,en,wind instrumentalist
Q97572814,en,winds player
Q97572814,en,winds instrumentalist
Q97572814,en,wind instrument musician
Q97572814,ru,дудец
Q97572814,ru,духовик
Q97572814,he,נגן בכלי נשיפה
Q97572814,he,נגנים בכלי נשיפה
Q97572814,he,נגן כלי נשיפה
Q97572814,he,נגני כלי נשיפה
Q97572814,he,נשפנית
Q97572814,he,נשפנים
Q97572814,he,נגנית כלי נשיפה
Q97572814,he,נגנית בכלי נשיפה
Q97572814,cs,dechař
Q97572814,sv,pipare
Q97572814,hu,fúvós muzsikus
Q97572814,hu,fúvóhangszeres zenész
Q97572814,hu,fúvóhangszeres muzsikus
Q97584367,es,obispo diocesano de Saint-Malo
Q97584367,en,Bishop of Saint-Malo
Q97610399,en,futnet player
Q97468869,en,horn player
Q97468869,en,French hornist
Q97468869,en,hornist
Q97468869,en,hornplayer
Q97468869,hu,franciakürtművész
Q97468869,hu,vadászkürtös
Q97468869,hu,kürtművész
Q97468869,sl,igralka francoskega roga
Q97468869,sl,hornist
Q97468869,sl,hornistka
Q96945532,ru,социолог экономики
Q96946481,it,dunhuangologa
Q97008812,de,Interaktionswissenschaftlerin
Q97008812,it,scienziata delle interazioni
Q97012615,es,Cuenca guitars
Q97012615,en,Cuenca guitars
Q97012615,en,Guitarras Alhambra
Q97012615,fr,Cuenca guitars
Q97012615,ru,Cuenca guitars
Q111659433,es,Obispo diocesano de Molfetta
Q111659433,en,Bishops of the Roman Catholic Diocese of Molfetta
Q111659433,en,Roman Catholic Bishop of Molfetta
Q111659433,en,bishop of Molfetta
Q111739312,es,Obispo diocesano de Ascoli Piceno
Q105572010,tl,politikoekonomista
Q105572010,tl,ekonomistang politiko
Q111739303,es,Arzobispo católico de Manfredonia
Q111739303,en,Archbishop of Manfredonia
Q111739303,en,Archbishop of the Roman Catholic Archdiocese of Manfredonia
Q111822687,uk,завідувач клюбу
Q96943145,he,שמש
Q96943145,fr,gardien
Q96943145,fr,gardienne
Q96943145,ru,смотрительница
Q96926852,en,behavioural economist
Q96926852,sl,vedenjska ekonomistka
Q96926852,ru,поведенческая экономистка
Q97016341,ru,теоретик вероятностей
Q97016341,ru,вероятностник
Q97016341,fr,théoricien des probabilités
Q97016341,fr,théoricienne des probabilités
Q97016341,sl,teoretičarka verjetnosti
Q97016341,it,teorica della probabilità
Q97016341,hu,valószínűségelmélész
Q97016341,hu,valószínűségteoretikus
Q96952661,en,fishery scientist
Q96952661,en,fishery expert
Q96952661,en,fisheries expert
Q96952661,ja,水産海洋学者
Q96952661,sl,ribogojka
Q97011145,en,archaeometer
Q97011145,en,archeological scientist
Q97011145,sl,arheometrinja
Q97016322,ja,すうりとうけいがくしゃ
Q97016322,fr,mathématicien statisticien
Q97016322,fr,mathématicienne statisticienne
Q97016322,sl,matematična statističarka
Q97016322,en,theoretical statistician
Q97016322,nl,wiskundig statisticus
Q97009416,ja,HCI学者
Q97009416,fr,spécialiste de l'interaction homme-machine
Q111724657,en,accounting scholar
Q111724657,en,accounting scientist
Q111724657,en,accountancy academic
Q111724657,en,accountacy scholar
Q111724657,en,scholar of accounting
Q111724657,en,academic accountant
Q111724657,en,accounting theorist
Q111724657,en,accounting researcher
Q111724657,de,Rechnungswesenwissenschaftler
Q111724657,de,Buchhaltungswissenschaftler
Q111724657,ro,expert contabil
Q111724657,ro,om de știință contabil
Q111661786,it,allenatrice di softball
Q111661786,ru,софтбольный тренер
Q111661786,ja,ソフトボール指導者
Q96971497,sl,predilka bombaža
Q111662494,en,bio artist
Q111666722,en,Bishop of Ventimiglia-Sanremo
Q111666722,en,Bishop of Ventimiglia
Q111666722,es,obispo de Ventimiglia
Q111666722,it,vescovo di Ventimiglia
Q111678438,es,abad de Fulda
Q111686602,es,Obispo de Albarracín
Q111686602,en,Bishop of Albarracín
Q111686602,en,Roman Catholic Bishop of Albarracín
Q111686685,en,Bishop of Segorbe
Q111716671,en,Archbishop of Siena
Q111716671,en,Archbishop of the Roman Catholic Archdiocese of Siena
Q111716671,be,сіенскі архібіскуп
Q111716671,es,arzobispo católico de Siena
Q111723212,en,trainee scientist
Q111723212,sl,znanstvena pripravnica
Q111730373,es,Obispo diocesano de Augsburgo
Q111730373,en,bishop of Augsburg
Q111730373,en,Bishop of the Roman Catholic Dioces of Augsburg
Q111730373,de,Bischof von Augsburg
Q111730373,de,Bischof der Diözese Augsburg
Q111739326,es,Obispo diocesano de Rieti
Q111739326,en,bishop of Rieti
Q111739326,en,bishop of the Roman Catholic Diocese of Rieti
Q111749573,sl,strižilka
Q111767159,en,prelate
Q111772900,en,bishop of Albenga
Q111772900,en,Bishop of the Roman Catholic Diocese of Albenga-Imperia
Q111772900,en,Bishop of Albenga-Imperia
Q111772900,it,vescovo di Albenga
Q111772900,es,obispo de Albenga
Q111772900,sl,škof Albenge
Q111772900,sl,albenški škof
Q111811680,en,agricultural teacher
Q111811680,en,agricultural science teacher
Q111811680,en,agricultural sciences teacher
Q111811680,en,agriculture professor
Q111811680,en,agriculture instructor
Q111811680,sl,učiteljica kmetijstva
Q111811680,sl,profesor kmetijstva
Q111811680,sl,profesorica kmetijstva
Q111811680,sl,inštruktor kmetijstva
Q111811680,sl,inštruktorica kmetijstva
Q111811568,en,forestry professor
Q111811568,en,forestry instructor
Q111811568,en,forest science teacher
Q111811568,en,forest sciences teacher
Q111811568,en,forestry science teacher
Q111811568,en,forestry sciences teacher
Q111811568,sl,učiteljica gozdarstva
Q111811568,sl,profesor gozdarstva
Q111811568,sl,profesorica gozdarstva
Q111811568,sl,inštruktor gozdarstva
Q111811568,sl,inštruktorica gozdarstva
Q111817613,sl,sociologinja prava
Q111827791,it,studiosa di catechetica
Q111827791,it,catecheta
Q111827791,sl,strokovnjakinja za katehetiko
Q111829586,en,Roman Catholic Bishop of Perugia
Q111829586,en,Bishop of Perugia
Q111829586,en,bishop of Perugia
Q111829586,es,obispo diocesano de Perugia
Q111829686,sl,capujski nadškof
Q111829686,sl,capuanski nadškof
Q111829686,es,arzobispo católico de Capua
Q111829686,en,archbishop of Capua
Q111853588,de,Objektkünstlerin
Q111853588,sl,objektna umetnica
Q111871518,ru,игрок в аэрохоккей
Q111871518,sl,igralka zračnega hokeja
Q111890390,es,Obispo de Bresanona
Q111890390,es,Obispo de Bolzano-Bresanona
Q111890390,es,Obispo diocesano de Brixen
Q111890390,es,obispo de Bressanone
Q111890390,es,Obispo diocesano de Bresanona
Q111890390,en,Bishop of Brixen {Bressanone}
Q111890390,en,Bishop of Bressanone
Q111890390,en,Bishop of Brixen
Q111890390,de,Bischof von Bressanone
Q111890390,it,vescovo di Brixen
Q111890390,it,vescovo di Bolzano-Bressanone
Q111890390,fr,évêque de Bressanone
Q111943892,en,Dongfeng Fengxing
Q111943892,it,Dongfeng Fengxing
Q97010726,es,abad del Cister
Q97010726,es,abad de Císter
Q97010726,es,abad general de la Orden del Císter
Q105842399,fr,annotatrice
Q105842399,de,Kommentatorin
Q105842399,uk,анотаторка
Q105846583,en,archbishop of Michoacán
Q105847387,it,Arcipreti della Basilica di Santa Maria Maggiore
Q105847387,it,Arciprete della Basilica di Santa Maria Maggiore
Q105847387,en,Archpriest of Saint Mary Major Basilica
Q105847387,en,Archpriest of the Basilica of Santa Maria Maggiore
Q105847387,en,Archpriest of the Liberian Basilica of Santa Maria Maggiore
Q105847387,en,Archpriest of the Basilica di Santa Maria Maggiore
Q105847387,en,Archpriest of the Saint Mary Major Basilica
Q105847387,es,Arcipreste de la Basílica de Santa Maria Maggiore
Q105847387,es,Arcipreste de la Basílica de Santa María la Mayor
Q105847573,it,Arciprete della Basilica di San Giovanni in Laterano
Q105847573,it,Arciprete di San Giovanni in Laterano
Q105847573,en,Archpriest of the Saint John Lateran Basilica}
Q105847573,en,Archpriest of the Arcibasilica di San Giovanni in Laterano
Q105847573,en,Archpriest of the Arcibasilica di San Giovanni in Laterano {Saint John Lateran Basilica}
Q105847573,es,arcipreste de San Juan de Letrán
Q105848309,es,arcipreste de la Basílica de San Pedro en el Vaticano
Q105848309,es,Arcipreste de la Basílica de San Pedro en la Ciudad del Vaticano
Q105848309,es,Arcipreste de la Basílica de San Pedro en el Vaticano
Q105848309,en,Archpriest of the Basilica di San Pietro in Vaticano
Q105850649,en,Archpriest of the Basilica di San Paolo fuori le Mura
Q105850649,en,Archpriest of the Saint Paul Outside-the-Walls Basilica
Q105871035,cs,historik jídla
Q105883597,en,UN Women Goodwill Ambassadors
Q105898867,en,Curator of Genetic Resources and Herpetology
Q105898711,en,vertebrate biologist
Q105898711,ja,せきついどうぶつがくしゃ
Q105898711,sl,zoologinja vretenčarjev
Q105899379,ja,すいせいせいぶつがくしゃ
Q105899379,ja,アクアティック・バイオロジスト
Q97361669,en,pro-dom
Q97361669,sl,profesionalna domina
Q97326947,en,wake attendan
Q97352502,en,Chinese Buddhist nun
Q97352502,es,madre budista china
Q97352502,sl,nígū
Q97352502,sl,kitajska budistična nuna
Q97371954,en,Arciprete di Monza
Q97371954,en,Arciprete of Monza
Q97371954,en,Monza Archpriest
Q97371954,en,Archpriest of the Basilica di San Giovanni Battista
Q97371954,en,Roman Catholic Archpriest of Monza Cathedral
Q97371954,it,arciprete della Basilica di San Giovanni Battista
Q97371954,it,arciprete di San Giovanni Battista
Q97371954,it,arciprete del duomo di Monza
Q97371954,fr,archiprêtre de Monza
Q97438660,en,Patriarch of Ethiopia
Q97438660,it,patriarca latino di Etiopia
Q97438660,it,patriarca cattolico di Etiopia
Q97439162,ar,استيلانتس
Q97379387,ko,보조자
Q97379387,ko,부제
Q97379387,en,orthodox deacon
Q97379387,en,deacon
Q97379387,es,diácono
Q97380961,de,Entwicklungs-Ingenieur
Q97380961,de,Entwickler
Q97380961,hu,gyártmányfejlesztési mérnök
Q115180955,ja,株式会社ピボット
Q115180955,ja,株式会社PIVOT
Q115180955,en,PIVOT Corporation
Q115157252,es,obispo diocesano de Castello
Q115157252,en,bishop of Castello
Q115157252,en,Bishop of the Roman Catholic Diocese of Castello
Q115157252,sl,castellski škof
Q115166340,es,obispo diocesano de Tréveris
Q115166340,es,obispo de Treves
Q115166340,es,obispo de Trier
Q115166340,en,Roman Catholic Bishop of Trier
Q115166340,sl,trierski škof
Q115166773,es,Abad Primado de la Orden de San Benito
Q115166773,es,superior de los Benedictinos
Q115166773,es,Abad General de la Orden de San Benito
Q115166773,es,General de la Orden de San Benito
Q115166773,en,Abbot Primate of Order of Saint Benedict
Q115166773,en,Abbot General of Order of Saint Benedict
Q115166773,en,Prior General of Order of Saint Benedict
Q115166704,en,Bishop of Monaco
Q115166704,es,obispo diocesano de Mónaco
Q115169291,es,obispo diocesano de Lavant
Q115169291,en,Bishop of Lavant
Q115169310,es,obispo diocesano de Maribor
Q115169310,en,Bishop of Maribor
Q115169657,es,obispo diocesano de Chiemsee
Q115169657,en,Bishop of Chiemsee
Q115169849,es,obispo diocesano de Seckau
Q115169849,en,Bishop of Seckau
Q115170642,es,obispo diocesano de Roskilde
Q115170642,en,Bishop of Roskilde
Q115170642,en,Bishop of Roskilde (Roeskilde)
Q115170642,en,Bishop of Roeskilde
Q115170642,sl,roskildski škof
Q115170676,es,arzobispo católico de Lund
Q115170676,es,obispo de Lund
Q115170676,en,Archbishop of Lund
Q115170676,en,bishop of Lund
Q115170676,fr,évêque de Lund
Q115192744,en,Archbishop of Esztergom-Budapest
Q115193081,en,archbishop of Veszprém
Q115193081,es,arzobispo catolico de Veszprém
Q115193081,be,веспрэмскі архібіскуп
Q115193081,cs,arcibiskup veszprémský
Q115193227,en,archbishop of Eger
Q115193227,es,arzobispo católico de Eger
Q71133019,be,оптык
Q71133019,en,optical scientist
Q71133019,en,optical physicist
Q71133019,ru,учёный в области оптики
Q71133019,de,Optikerin
Q71133019,sl,optičarka
Q71133019,lt,optikos fizikė
Q71133019,lt,fizikas optikas
Q71133019,lt,fizikė optikė
Q71054529,sl,baladarka
Q71102034,tr,mikroskop uzmanı
Q71102034,sl,mikroskopistka
Q71124627,lt,reologė
Q71126987,lt,elektrochemikė
Q71126987,zh,電化學家
Q71116296,ja,むきかがくしゃ
Q71116296,pl,chemiczka nieorganiczna
Q71116296,it,chimica inorganica
Q71116296,hu,szervetlen kémikus
Q71051767,sl,antropološka kineziologinja
Q71114279,it,psicopatologa
Q71114279,pt,psicopatólogo
Q71114279,pt,psicopatóloga
Q71114279,pt,psicopatólogue
Q71114279,pt,psicopatólogo(a)
Q71114279,sl,psihopatologinja
Q71127234,sl,foniatrinja
Q106093445,en,wood caulker
Q105954840,it,istruttore di navigazione a vela
Q105925543,en,Office of Research and Sponsored Programs of Northwestern University
Q105925547,en,Office of Student Guidance and Counseling of Northwestern University
Q105925550,en,Office of the Associate Dean of Graduate Medical Education of Northwestern University
Q105925555,en,Office of the Provost of Northwestern University
Q105925553,en,Office of the President of Northwestern University
Q105925559,en,Office of the Registrar of Northwestern University
Q105925563,en,Office of the University Chaplains of Northwestern University
Q105925561,en,Office of the University Attorney of Northwestern University
Q105925565,en,Office of the Vice President and Business Manager of Northwestern University
Q105925568,en,Office of the Vice President for Research of Northwestern University
Q105955557,en,reflexologists
Q105967314,ja,ポピュレーション・バイオロジスト
Q105988729,en,naval machinist
Q105990706,en,Department of African American Student Affairs of Northwestern University
Q105990706,en,AASA
Q105990706,en,"African-American Student Affairs, Northwestern University"
Q105990706,en,Northwestern University Office of African American Student Affairs
Q105990738,en,Department of Minority Student Affairs of Northwestern University
Q105990738,en,"Dept. of Minority Student Affairs, Northwestern University"
Q105990738,en,"Department of Minority Student Affairs, Northwestern University"
Q105990738,en,"Minority Student Affairs, Northwestern University"
Q105990781,en,Department of University Relations of Northwestern University
Q105997736,en,University Senate of Northwestern University
Q106025087,fr,recteur-archiprêtre de la basilique métropolitaine Notre-Dame de Paris
Q106025087,fr,recteur-archiprêtre de la cathédrale Notre-Dame de Paris
Q106032052,en,Executive Committee of Board of Trustees of Northwestern University
Q106032053,en,Investments Committee of Board of Trustees of Northwestern University
Q106032058,en,Committee for the Centennial Conference on the Arts of Northwestern University
Q106032059,en,Committee on Educational Policy of Northwestern University
Q106032056,en,Budget and Resources Advisory Committee of Northwestern University
Q106032057,en,Campus Commission of Northwestern University
Q106032067,en,Athletic Media Services of Northwestern University
Q106032070,en,Board of Personnel Administration of Northwestern University
Q106032075,en,Board of Supervision of Student Activities of Northwestern University
Q106032078,en,Personnel Office of Northwestern University
Q106032076,en,Investment Department of Northwestern University
Q106032081,en,Physical Plant Department of Northwestern University
Q106032087,en,Radio Department of Northwestern University
Q106032090,en,University Architect of Northwestern University
Q106032091,en,Vice President and Dean of Faculties of Northwestern University
Q106032089,en,Treasurer of Northwestern University
Q106032093,en,Office of Special Events of Northwestern University of Vice President for Planning and Development
Q106070192,sl,komunikacijska strateginja
Q106070192,en,communication strategist
Q106087309,nl,pijpmaker
Q106087309,nl,pijpemaker
Q106087309,nl,kleipijpenmaker
Q106087309,en,pipe maker
Q106087309,sl,piparka
Q106089446,en,mirrorsmith
Q106089446,ja,鏡師
Q106089446,sl,zrcalarka
Q98073294,en,ice sports practitioner
Q98073294,en,ice sport athlete
Q98073294,ja,アイススポーツ選手
Q98152394,en,dealer-collector
Q98162569,de,Olitätenträger
Q98162569,de,Königseer
Q98111756,en,musical notation writer
Q98111756,en,music notation writer
Q98111756,en,musical transcriber
Q98111756,en,transcriber of music
Q98111756,en,notation writer
Q98111756,uk,транскрибер музики
Q98111756,sl,zapisovalka glasbe
Q98111756,it,copista musicale
Q98111756,it,copisti di musica
Q98111756,it,copista di musica
Q98084799,nl,professioneel fotograaf
Q98084799,nl,vakfotograaf
Q98084799,ru,фотограф-профессионал
Q98084799,ru,фотограф
Q98084799,uk,фотограф-професіонал
Q98084799,uk,професійна фотографка
Q98084799,de,Photograph
Q98084799,de,Fotograf
Q98084799,de,Profifotograf
Q98084799,de,Berufsfotografin
Q98084799,de,Profifotografin
Q98084799,fi,ammattilaisvalokuvaaja
Q98084799,it,fotografa professionale
Q98084799,pt,fotógrafa profissional
Q98084799,ja,プロ写真家
Q98084799,ja,プロフェッショナル・フォトグラファー
Q98084799,ga,grianghrafadóir proifisiúnta
Q98084799,hu,hivatásos fényképész
Q98084799,hu,professzionális fotós
Q98084799,hu,professzionális fényképész
Q98084799,hu,profi fotós
Q98084799,hu,profi fényképész
Q98084799,en,commercial photographer
Q98058553,en,municipal worker
Q98058553,uk,урядник муніципалітету
Q98058553,ru,муниципальный работник
Q98085825,sl,zračna fotografinja
Q111016362,en,surgery professor
Q111016362,en,surgery teacher
Q111016362,fr,professeur de chirurgie
Q111018205,de,Polymerchemikerin
Q110857403,it,fotografa subacquea
Q110857403,it,fotografi subacquei
Q110857416,en,Victorian scholar
Q110857416,en,Victorian studies scholar
Q110857416,en,Victorian studies specialist
Q110857416,en,Victorianist scholar
Q110857416,ar,اختصاصي العصر الفيكتوري
Q110861666,es,curadora de herbario
Q110861666,fr,conservatrice d'herbier
Q110861666,it,curatrice di erbari
Q110861666,de,Herbarium-Kuratorin
Q110861666,de,Herbariumkuratorin
Q110861666,de,Herbarium Kuratorin
Q110861666,de,Herbarium Kurator
Q110898124,en,Ayurveda practitioner
Q110898124,en,Ayurveda doctor
Q110898124,en,Ayurvedic practitioner
Q110898124,en,Ayurvedic Practitioner
Q110898124,en,Ayurvedic doctor
Q110898124,en,Ayurvedic healer
Q110898124,de,Ayurvedaarzt
Q110947871,nl,Gebr. Hesselink & Co
Q110947871,nl,Hesselink & Co
Q110947871,nl,Gebroeders Hesselink & Co.
Q110996202,en,chemical engineering professor
Q110996202,en,chemical engineering instructor
Q110996202,en,professor of chemical engineering
Q110996202,en,chemical engineering educator
Q110996210,en,engineering professor
Q110996210,en,engineering instructor
Q110996210,en,professor of engineering
Q110996210,en,engineering educator
Q110996210,fr,professeur des sciences de l'ingénieur
Q110996210,ko,공학 교사
Q110996210,zh,工程教授
Q110996210,zh,工程讲师
Q110996210,zh,工程教育工作者
Q110996210,zh,工程老师
Q110996210,sl,učiteljica inženirstva
Q110996210,sl,profesor inženirstva
Q110996210,sl,profesorica inženirstva
Q110996210,ja,工学教授
Q111014984,en,Director of Research and Education
Q111015000,en,mechanical engineering professor
Q111015000,en,mechanical engineering instructor
Q111015000,en,mechanical engineering educator
Q111015000,fr,professeur agrégé en ingénierie mécanique
Q111015000,fr,professeur de mécanique
Q111015000,sl,učiteljica strojništva
Q111015000,sl,profesor strojništva
Q111015000,sl,profesorica strojništva
Q111017922,ru,лёдолаз
Q111017922,ru,ледолазка
Q111017922,ru,лёдолазка
Q111050802,de,Lagerkommandant
Q111050802,de,Arbeitserziehungslagerkommandant
Q110864961,en,make-up artist
Q110864961,en,hair and make-up artist
Q110864961,en,hair and make-up designer
Q110864961,de,Film- und Bühnencosmetologin
Q110864961,de,Make-up-Artist
Q110864961,de,Make-up-Artist und Hairstylist
Q110864961,de,Hair- und Make-up-Artist
Q110864961,fr,maquilleur
Q110864961,fr,maquilleuse
Q110864961,fr,designer maquillage
Q105581407,en,Metropolitan Archbishop of Oristano
Q105581407,en,Archbishop of Oristano
Q105581407,en,Archbishop of the Roman Catholic Archdiocese of Oristano
Q105581407,es,arzobispo catolico de Oristano
Q105581407,es,Arzobispo de Oristano
Q105581407,es,arzobispo catolico de Oristán
Q105581425,es,obispo diocesano de iglesias
Q105581425,en,Bishop of Iglesias
Q105581425,en,Bishop of the Roman Catholic Diocese of Iglesias
Q105581440,it,Vescovo di Ivrea
Q105581440,it,Vescovi di Ivrea
Q105581440,en,bishop of Ivrea
Q105581440,en,Bishop of the Roman Catholic Diocese of Ivrea
Q105581486,fr,sapeuse
Q105581486,en,sapeuse
Q105582473,es,Arzobispo de Bolonia
Q105582473,es,Arzobispo católico de Bolonia
Q105582473,es,Arzobispo metropolitano de Bolonia
Q105582473,en,Archbishop of Bologna
Q105582473,en,Metropolitan Archbishop of Bologna
Q105582473,en,Archbishop of the Roman Catholic Archdiocese of Bologna
Q105582473,it,Arcivescovo metropolita di Bologna
Q105582784,de,Präsident der italienischen Bischofskonferenz
Q105621122,de,Kunstradfahrerin
Q105621122,de,Kunstradsportler
Q105621122,de,Kunstradsportlerin
Q105621122,de,Kunstfahrer
Q105621122,de,Kunstfahrerin
Q105627120,de,Atomforscher
Q105627120,de,Atomforscherin
Q105627120,de,Atomphysikerin
Q105627120,fr,physicienne atomique
Q105627120,sl,atomska fizičarka
Q105627120,en,atomic scientist
Q105652947,sl,soul glasbenica
Q105652947,lt,soul muzikantė
Q105652947,lt,soul atlikėjas
Q105652947,lt,soul atlikėja
Q105652947,fr,musicien·ne de soul
Q105652947,fr,musicienne de soul
Q105652947,en,soul musicians
Q105652947,de,Soulmusikerin
Q105652965,sl,popevkarica
Q105652965,de,Schlagermusikerin
Q105684334,en,free software developer
Q105684334,ru,разработчица свободного софта
Q105684334,sl,odprtokodna razvijalka
Q105684334,sl,razvijalec proste programske opreme
Q105684334,sl,razvijalka proste programske opreme
Q105684334,fi,vapaiden ohjelmistojen kehittäjä
